Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
                                                 <spontaneous>
[29]     0.2    0.02    0.00                 std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_base() [29]
-----------------------------------------------
                                                 <spontaneous>
[30]     0.2    0.02    0.00                 std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [30]
-----------------------------------------------
                                                 <spontaneous>
[31]     0.2    0.02    0.00                 std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [31]
-----------------------------------------------
                                                 <spontaneous>
[32]     0.2    0.02    0.00                 std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >, unsigned long, std::vector<char, std::allocator<char> > const&) [32]
-----------------------------------------------
                                                 <spontaneous>
[33]     0.2    0.02    0.00                 std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~vector() [33]
-----------------------------------------------
                                                 <spontaneous>
[34]     0.2    0.02    0.00                 std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [34]
-----------------------------------------------
                                                 <spontaneous>
[35]     0.2    0.02    0.00                 std::vector<int, std::allocator<int> >::push_back(int const&) [35]
-----------------------------------------------
                                                 <spontaneous>
[36]     0.2    0.02    0.00                 std::vector<int, std::allocator<int> >::operator[](unsigned long) [36]
-----------------------------------------------
                                                 <spontaneous>
[37]     0.2    0.02    0.00                 std::_Miter_base<char*>::iterator_type std::__miter_base<char*>(char*) [37]
-----------------------------------------------
                                                 <spontaneous>
[38]     0.2    0.02    0.00                 char* std::__copy_move_a<false, char const*, char*>(char const*, char const*, char*) [38]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.2    0.02    0.00                 char* std::__copy_move_a<false, char*, char*>(char*, char*, char*) [39]
-----------------------------------------------
                                                 <spontaneous>
[40]     0.2    0.02    0.00                 int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) [40]
-----------------------------------------------
                                                 <spontaneous>
[41]     0.2    0.02    0.00                 char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [41]
-----------------------------------------------
                                                 <spontaneous>
[42]     0.2    0.02    0.00                 char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*, char>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*, std::allocator<char>&) [42]
-----------------------------------------------
                                                 <spontaneous>
[43]     0.2    0.02    0.00                 int* std::copy<int*, int*>(int*, int*, int*) [43]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.1    0.02    0.00                 __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::allocate(unsigned long, void const*) [44]
-----------------------------------------------
                                                 <spontaneous>
[45]     0.1    0.02    0.00                 __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator-(long const&) const [45]
-----------------------------------------------
                                                 <spontaneous>
[46]     0.1    0.02    0.00                 std::allocator<int>::allocator() [46]
-----------------------------------------------
                                                 <spontaneous>
[47]     0.1    0.02    0.00                 std::_Iter_base<int*, false>::_S_base(int*) [47]
-----------------------------------------------
                                                 <spontaneous>
[48]     0.1    0.02    0.00                 std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [48]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.1    0.02    0.00                 std::iterator<std::random_access_iterator_tag, bool, long, bool*, bool&>::iterator() [49]
-----------------------------------------------
                                                 <spontaneous>
[50]     0.1    0.02    0.00                 int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [50]
-----------------------------------------------
                                                 <spontaneous>
[51]     0.1    0.02    0.00                 void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [51]
-----------------------------------------------
                                                 <spontaneous>
[52]     0.1    0.02    0.00                 operator new(unsigned long, void*) [52]
-----------------------------------------------
                0.00    0.00   36039/421424      main [149]
                0.00    0.01  154154/421424      morphFindFiducials(cv::Mat, morphParams, morphParams, int, int*, int) [129]
                0.00    0.01  231231/421424      morphPeakFind(cv::Mat, morphParams, int*, int) [2]
[53]     0.1    0.00    0.01  421424         cv::Mat::~Mat() [53]
                0.01    0.00  421424/593596      cv::Mat::release() [20]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.1    0.01    0.00                 cv::Mat::Mat(int, int, int, cv::Scalar_<double> const&) [54]
                0.00    0.00   77077/326329      cv::Mat::MSize::MSize(int*) [156]
                0.00    0.00   77077/326329      cv::Mat::MStep::MStep() [157]
-----------------------------------------------
                                                 <spontaneous>
[55]     0.1    0.01    0.00                 __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [55]
-----------------------------------------------
                                                 <spontaneous>
[56]     0.1    0.01    0.00                 __gnu_cxx::new_allocator<char>::construct(char*, char const&) [56]
-----------------------------------------------
                                                 <spontaneous>
[57]     0.1    0.01    0.00                 __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [57]
-----------------------------------------------
                                                 <spontaneous>
[58]     0.1    0.01    0.00                 __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [58]
-----------------------------------------------
                                                 <spontaneous>
[59]     0.1    0.01    0.00                 __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [59]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.1    0.01    0.00                 __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::__normal_iterator(std::vector<char, std::allocator<char> >* const&) [60]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.1    0.01    0.00                 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [61]
-----------------------------------------------
                                                 <spontaneous>
[62]     0.1    0.01    0.00                 __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::difference_type __gnu_cxx::operator-<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > const&) [62]
-----------------------------------------------
                                                 <spontaneous>
[63]     0.1    0.01    0.00                 __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::base() const [63]
-----------------------------------------------
                                                 <spontaneous>
[64]     0.1    0.01    0.00                 std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_get_Tp_allocator() const [64]
-----------------------------------------------
                                                 <spontaneous>
[65]     0.1    0.01    0.00                 std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_check_len(unsigned long, char const*) const [65]
-----------------------------------------------
                                                 <spontaneous>
[66]     0.1    0.01    0.00                 std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::size() const [66]
-----------------------------------------------
                                                 <spontaneous>
[67]     0.1    0.01    0.00                 std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [67]
-----------------------------------------------
                                                 <spontaneous>
[68]     0.1    0.01    0.00                 std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [68]
-----------------------------------------------
                                                 <spontaneous>
[69]     0.1    0.01    0.00                 std::vector<bool, std::allocator<bool> >::end() const [69]
-----------------------------------------------
                                                 <spontaneous>
[70]     0.1    0.01    0.00                 std::vector<bool, std::allocator<bool> >::size() const [70]
-----------------------------------------------
                                                 <spontaneous>
[71]     0.1    0.01    0.00                 std::vector<bool, std::allocator<bool> >::max_size() const [71]
-----------------------------------------------
                                                 <spontaneous>
[72]     0.1    0.01    0.00                 std::vector<char, std::allocator<char> >::end() const [72]
-----------------------------------------------
                                                 <spontaneous>
[73]     0.1    0.01    0.00                 std::vector<char, std::allocator<char> >::size() const [73]
-----------------------------------------------
                                                 <spontaneous>
[74]     0.1    0.01    0.00                 std::vector<int, std::allocator<int> >::begin() const [74]
-----------------------------------------------
                                                 <spontaneous>
[75]     0.1    0.01    0.00                 std::allocator<int>::allocator(std::allocator<int> const&) [75]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.1    0.01    0.00                 std::allocator<unsigned long>::allocator() [76]
-----------------------------------------------
                                                 <spontaneous>
[77]     0.1    0.01    0.00                 std::_Iter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, false>::_S_base(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [77]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.1    0.01    0.00                 std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [78]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.1    0.01    0.00                 void std::_Destroy_aux<false>::__destroy<std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [79]
-----------------------------------------------
                                                 <spontaneous>
[80]     0.1    0.01    0.00                 void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [80]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.1    0.01    0.00                 std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [81]
-----------------------------------------------
                                                 <spontaneous>
[82]     0.1    0.01    0.00                 std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [82]
-----------------------------------------------
                                                 <spontaneous>
[83]     0.1    0.01    0.00                 std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [83]
-----------------------------------------------
                                                 <spontaneous>
[84]     0.1    0.01    0.00                 std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl() [84]
-----------------------------------------------
                                                 <spontaneous>
[85]     0.1    0.01    0.00                 std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [85]
-----------------------------------------------
                                                 <spontaneous>
[86]     0.1    0.01    0.00                 std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [86]
-----------------------------------------------
                                                 <spontaneous>
[87]     0.1    0.01    0.00                 std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [87]
-----------------------------------------------
                                                 <spontaneous>
[88]     0.1    0.01    0.00                 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [88]
-----------------------------------------------
                                                 <spontaneous>
[89]     0.1    0.01    0.00                 std::_Bit_iterator::operator++(int) [89]
-----------------------------------------------
                                                 <spontaneous>
[90]     0.1    0.01    0.00                 std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [90]
-----------------------------------------------
                                                 <spontaneous>
[91]     0.1    0.01    0.00                 char* std::__copy_move_backward<false, true, std::random_access_iterator_tag>::__copy_move_b<char>(char const*, char const*, char*) [91]
-----------------------------------------------
                                                 <spontaneous>
[92]     0.1    0.01    0.00                 char* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [92]
-----------------------------------------------
                                                 <spontaneous>
[93]     0.1    0.01    0.00                 int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [93]
-----------------------------------------------
                                                 <spontaneous>
[94]     0.1    0.01    0.00                 char* std::__uninitialized_copy<true>::__uninit_copy<char*, char*>(char*, char*, char*) [94]
-----------------------------------------------
                                                 <spontaneous>
[95]     0.1    0.01    0.00                 std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::back() [95]
-----------------------------------------------
                                                 <spontaneous>
[96]     0.1    0.01    0.00                 std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::vector() [96]
-----------------------------------------------
                                                 <spontaneous>
[97]     0.1    0.01    0.00                 std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator[](unsigned long) [97]
-----------------------------------------------
                                                 <spontaneous>
[98]     0.1    0.01    0.00                 std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [98]
-----------------------------------------------
                                                 <spontaneous>
[99]     0.1    0.01    0.00                 std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long, std::vector<int, std::allocator<int> >) [99]
-----------------------------------------------
                                                 <spontaneous>
[100]    0.1    0.01    0.00                 std::vector<bool, std::allocator<bool> >::_M_insert_aux(std::_Bit_iterator, bool) [100]
-----------------------------------------------
                                                 <spontaneous>
[101]    0.1    0.01    0.00                 std::vector<bool, std::allocator<bool> >::push_back(bool) [101]
-----------------------------------------------
                                                 <spontaneous>
[102]    0.1    0.01    0.00                 std::vector<bool, std::allocator<bool> >::vector() [102]
-----------------------------------------------
                                                 <spontaneous>
[103]    0.1    0.01    0.00                 void std::_Construct<std::vector<char, std::allocator<char> >, std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> > const&) [103]
-----------------------------------------------
                                                 <spontaneous>
[104]    0.1    0.01    0.00                 std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) [104]
-----------------------------------------------
                                                 <spontaneous>
[105]    0.1    0.01    0.00                 std::_Miter_base<std::_Bit_iterator>::iterator_type std::__miter_base<std::_Bit_iterator>(std::_Bit_iterator) [105]
-----------------------------------------------
                                                 <spontaneous>
[106]    0.1    0.01    0.00                 std::_Niter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [106]
-----------------------------------------------
                                                 <spontaneous>
[107]    0.1    0.01    0.00                 std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [107]
-----------------------------------------------
                                                 <spontaneous>
[108]    0.1    0.01    0.00                 std::_Niter_base<std::_Bit_iterator>::iterator_type std::__niter_base<std::_Bit_iterator>(std::_Bit_iterator) [108]
-----------------------------------------------
                                                 <spontaneous>
[109]    0.1    0.01    0.00                 int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [109]
-----------------------------------------------
                                                 <spontaneous>
[110]    0.1    0.01    0.00                 int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) [110]
-----------------------------------------------
                                                 <spontaneous>
[111]    0.1    0.01    0.00                 std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [111]
-----------------------------------------------
                                                 <spontaneous>
[112]    0.1    0.01    0.00                 int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [112]
-----------------------------------------------
                                                 <spontaneous>
[113]    0.1    0.01    0.00                 char* std::__copy_move_a2<false, char*, char*>(char*, char*, char*) [113]
-----------------------------------------------
                                                 <spontaneous>
[114]    0.1    0.01    0.00                 std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [114]
-----------------------------------------------
                                                 <spontaneous>
[115]    0.1    0.01    0.00                 int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [115]
-----------------------------------------------
                                                 <spontaneous>
[116]    0.1    0.01    0.00                 std::vector<char, std::allocator<char> >* std::uninitialized_copy<std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [116]
-----------------------------------------------
                                                 <spontaneous>
[117]    0.1    0.01    0.00                 char* std::uninitialized_copy<char*, char*>(char*, char*, char*) [117]
-----------------------------------------------
                                                 <spontaneous>
[118]    0.1    0.01    0.00                 std::_Bit_iterator std::__copy_move_backward_a<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [118]
-----------------------------------------------
                                                 <spontaneous>
[119]    0.1    0.01    0.00                 int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) [119]
-----------------------------------------------
                                                 <spontaneous>
[120]    0.1    0.01    0.00                 std::vector<char, std::allocator<char> >* std::__uninitialized_move_a<std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*, std::allocator<std::vector<char, std::allocator<char> > > >(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*, std::allocator<std::vector<char, std::allocator<char> > >&) [120]
-----------------------------------------------
                                                 <spontaneous>
[121]    0.1    0.01    0.00                 char* std::__uninitialized_move_a<char*, char*, std::allocator<char> >(char*, char*, char*, std::allocator<char>&) [121]
-----------------------------------------------
                                                 <spontaneous>
[122]    0.1    0.01    0.00                 unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [122]
-----------------------------------------------
                                                 <spontaneous>
[123]    0.1    0.01    0.00                 void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&) [123]
-----------------------------------------------
                                                 <spontaneous>
[124]    0.1    0.01    0.00                 void std::_Destroy<char*>(char*, char*) [124]
-----------------------------------------------
                                                 <spontaneous>
[125]    0.1    0.01    0.00                 void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [125]
-----------------------------------------------
                                                 <spontaneous>
[126]    0.1    0.01    0.00                 void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [126]
-----------------------------------------------
                                                 <spontaneous>
[127]    0.1    0.01    0.00                 std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [127]
-----------------------------------------------
                0.00    0.00       3/163166      main [149]
                0.00    0.00    9009/163166      morphFindFiducials(cv::Mat, morphParams, morphParams, int, int*, int) [129]
                0.01    0.00  154154/163166      morphPeakFind(cv::Mat, morphParams, int*, int) [2]
[128]    0.1    0.01    0.00  163166         cv::Mat::Mat() [128]
                0.00    0.00  163166/326329      cv::Mat::MSize::MSize(int*) [156]
                0.00    0.00  163166/326329      cv::Mat::MStep::MStep() [157]
-----------------------------------------------
                                                 <spontaneous>
[129]    0.1    0.00    0.01                 morphFindFiducials(cv::Mat, morphParams, morphParams, int, int*, int) [129]
                0.00    0.01  154154/421424      cv::Mat::~Mat() [53]
                0.00    0.00   68068/172172      cv::Mat::operator=(cv::Mat const&) [130]
                0.00    0.00    9009/163166      cv::Mat::Mat() [128]
                0.00    0.00   77077/86086       cv::Mat::Mat(cv::Mat const&) [160]
                0.00    0.00    9009/9011        cv::Range::Range() [162]
                0.00    0.00    9009/95095       cv::Mat::MSize::operator()() const [159]
-----------------------------------------------
                0.00    0.00   27027/172172      main [149]
                0.00    0.00   68068/172172      morphFindFiducials(cv::Mat, morphParams, morphParams, int, int*, int) [129]
                0.00    0.00   77077/172172      morphPeakFind(cv::Mat, morphParams, int*, int) [2]
[130]    0.0    0.00    0.01  172172         cv::Mat::operator=(cv::Mat const&) [130]
                0.01    0.00  172172/593596      cv::Mat::release() [20]
                0.00    0.00  344344/516516      cv::Mat::MStep::operator[](int) [154]
                0.00    0.00  344344/516516      cv::Mat::MStep::operator[](int) const [155]
-----------------------------------------------
                                                 <spontaneous>
[131]    0.0    0.01    0.00                 _GLOBAL__sub_I__Z11chordCenterPKhiiiiPd [131]
-----------------------------------------------
                                                 <spontaneous>
[132]    0.0    0.01    0.00                 cv::Scalar_<double>::Scalar_(double) [132]
-----------------------------------------------
                                                 <spontaneous>
[133]    0.0    0.01    0.00                 __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [133]
-----------------------------------------------
                                                 <spontaneous>
[134]    0.0    0.01    0.00                 __gnu_cxx::new_allocator<int>::~new_allocator() [134]
-----------------------------------------------
                                                 <spontaneous>
[135]    0.0    0.01    0.00                 cv::Mat::type() const [135]
-----------------------------------------------
                                                 <spontaneous>
[136]    0.0    0.01    0.00                 __gnu_cxx::new_allocator<char>::max_size() const [136]
-----------------------------------------------
                                                 <spontaneous>
[137]    0.0    0.01    0.00                 __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const [137]
-----------------------------------------------
                                                 <spontaneous>
[138]    0.0    0.01    0.00                 __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::operator*() const [138]
-----------------------------------------------
                                                 <spontaneous>
[139]    0.0    0.01    0.00                 std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_get_Tp_allocator() [139]
-----------------------------------------------
                                                 <spontaneous>
[140]    0.0    0.01    0.00                 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [140]
-----------------------------------------------
                                                 <spontaneous>
[141]    0.0    0.01    0.00                 std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [141]
-----------------------------------------------
                                                 <spontaneous>
[142]    0.0    0.01    0.00                 std::_Bit_reference::operator=(std::_Bit_reference const&) [142]
-----------------------------------------------
                                                 <spontaneous>
[143]    0.0    0.01    0.00                 void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [143]
-----------------------------------------------
                                                 <spontaneous>
[144]    0.0    0.01    0.00                 std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::resize(unsigned long, std::vector<char, std::allocator<char> >) [144]
-----------------------------------------------
                                                 <spontaneous>
[145]    0.0    0.01    0.00                 std::vector<bool, std::allocator<bool> >::end() [145]
-----------------------------------------------
                                                 <spontaneous>
[146]    0.0    0.01    0.00                 std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [146]
-----------------------------------------------
                                                 <spontaneous>
[147]    0.0    0.01    0.00                 std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [147]
-----------------------------------------------
                                                 <spontaneous>
[148]    0.0    0.01    0.00                 operator delete(void*, void*) [148]
-----------------------------------------------
                                                 <spontaneous>
[149]    0.0    0.00    0.00                 main [149]
                0.00    0.00   36039/421424      cv::Mat::~Mat() [53]
                0.00    0.00   27027/172172      cv::Mat::operator=(cv::Mat const&) [130]
                0.00    0.00       3/163166      cv::Mat::Mat() [128]
                0.00    0.00   18018/18018       cv::Mat::operator()(cv::Range, cv::Range) const [161]
                0.00    0.00    9009/95095       cv::Mat::MSize::operator()() const [159]
                0.00    0.00    9009/86086       cv::Mat::Mat(cv::Mat const&) [160]
                0.00    0.00       2/9011        cv::Range::Range() [162]
-----------------------------------------------
                0.00    0.00  172172/516516      cv::Mat::Mat(cv::Mat const&) [160]
                0.00    0.00  344344/516516      cv::Mat::operator=(cv::Mat const&) [130]
[154]    0.0    0.00    0.00  516516         cv::Mat::MStep::operator[](int) [154]
-----------------------------------------------
                0.00    0.00  172172/516516      cv::Mat::Mat(cv::Mat const&) [160]
                0.00    0.00  344344/516516      cv::Mat::operator=(cv::Mat const&) [130]
[155]    0.0    0.00    0.00  516516         cv::Mat::MStep::operator[](int) const [155]
-----------------------------------------------
                0.00    0.00   77077/326329      cv::Mat::Mat(int, int, int, cv::Scalar_<double> const&) [54]
                0.00    0.00   86086/326329      cv::Mat::Mat(cv::Mat const&) [160]
                0.00    0.00  163166/326329      cv::Mat::Mat() [128]
[156]    0.0    0.00    0.00  326329         cv::Mat::MSize::MSize(int*) [156]
-----------------------------------------------
                0.00    0.00   77077/326329      cv::Mat::Mat(int, int, int, cv::Scalar_<double> const&) [54]
                0.00    0.00   86086/326329      cv::Mat::Mat(cv::Mat const&) [160]
                0.00    0.00  163166/326329      cv::Mat::Mat() [128]
[157]    0.0    0.00    0.00  326329         cv::Mat::MStep::MStep() [157]
-----------------------------------------------
                0.00    0.00   95095/249249      cv::Mat::MSize::operator()() const [159]
                0.00    0.00  154154/249249      cv::_InputArray::_InputArray<double, 4, 1>(cv::Matx<double, 4, 1> const&) [170]
[158]    0.0    0.00    0.00  249249         cv::Size_<int>::Size_(int, int) [158]
